TIME;Swap_output;TIME;ZCB_Yield;Log_ZCB_Yield;INV_ZCB_Yield;TIME;ZCR_YC;Forward_YC;Fwd_ZCB_YC
56;0.00925;10.08333333;0.9594851703;0.04135841935;1.042225592;10.08333333;0.004110084748;0.01180981392;1.000984636
56.5;0.00925;10.16666667;0.9585413563;0.0423425705;1.043251805;10.16666667;0.004173528012;0.01173146841;1.0009781
57;0.00925;10.25;0.9576047228;0.04332019287;1.04427221;10.25;0.004235303936;0.01165825074;1.000971993
57.5;0.00925;10.33333333;0.9566748415;0.04429171377;1.045287235;10.33333333;0.004295494182;0.01159048395;1.00096634
58;0.00925;10.41666667;0.9557512606;0.04525758743;1.046297338;10.41666667;0.00435418041;0.01152849114;1.000961169
58.5;0.00925;10.5;0.954833504;0.04621829503;1.047303007;10.5;0.004411444281;0.01147263215;1.00095651
59;0.00925;10.58333333;0.9539210691;0.0471743477;1.048304763;10.58333333;0.004467367748;0.01142337934;1.000952402
59.5;0.00925;10.66666667;0.9530134177;0.04812629598;1.04930317;10.66666667;0.004522033925;0.01138109892;1.000948875
60;0.00925;10.75;0.9521099845;0.04907472089;1.050298827;10.75;0.004575526215;0.01134612094;1.000945957
60.5;0.00925;10.83333333;0.9512101804;0.05002023097;1.051292365;10.83333333;0.004627928023;0.01131877546;1.000943676
61;0.00925;10.91666667;0.9503133922;0.05096346226;1.052284444;10.91666667;0.004679322754;0.01129939256;1.00094206
61.5;0.00925;11;0.949418983;0.05190507831;1.053275759;11;0.004729793812;0.01128832682;1.000941136
62;0.00925;11.08333333;0.9485262903;0.05284577221;1.054267035;11.08333333;0.004779424786;0.0112860077;1.000940943
62.5;0.00925;11.16666667;0.9476346201;0.05378627285;1.055259041;11.16666667;0.004828300007;0.0112927938;1.000941509
63;0.00925;11.25;0.9467432527;0.054727339;1.056252577;11.25;0.004876503987;0.01130901957;1.000942863
63.5;0.00925;11.33333333;0.9458514449;0.0556697573;1.057248477;11.33333333;0.004924121242;0.01133501945;1.000945031
64;0.00925;11.41666667;0.9449584296;0.05661434225;1.05824761;11.41666667;0.004971236285;0.01137112788;1.000948043
64.5;0.00925;11.5;0.9440634168;0.05756193624;1.059250875;11.5;0.00501793363;0.01141770899;1.000951929
65;0.00925;11.58333333;0.9431655906;0.05851341199;1.060259206;11.58333333;0.005064298008;0.01147521781;1.000956726
65.5;0.00925;11.66666667;0.9422641025;0.05946968014;1.061273583;11.66666667;0.005110415007;0.01154402306;1.000962465
66;0.00925;11.75;0.9413580785;0.06043168206;1.062295021;11.75;0.005156370432;0.01162446411;1.000969175
66.5;0.00925;11.83333333;0.9404466214;0.06140038741;1.063324571;11.83333333;0.005202250088;0.01171688026;1.000976884
67;0.00925;11.91666667;0.9395288112;0.06237679409;1.064363315;11.91666667;0.005248139779;0.01182161072;1.00098562
67.5;0.00925;12;0.9386037049;0.06336192832;1.065412372;12;0.00529412531;0.01193644346;1.000995199
68;0.00925;12.08333333;0.9376705366;0.06435663194;1.066472669;12.08333333;0.005340274796;0.01205137298;1.001004786
68.5;0.00925;12.16666667;0.9367293245;0.06536091302;1.067544245;12.16666667;0.005386585602;0.01216380261;1.001014164
69;0.00925;12.25;0.9357802897;0.06637456324;1.068626911;12.25;0.0054330374;0.01227365195;1.001023328
69.5;0.00925;12.33333333;0.9348236589;0.06739736757;1.069720466;12.33333333;0.005479609867;0.01238084063;1.001032269
70;0.00925;12.41666667;0.9338596644;0.06842910429;1.070824705;12.41666667;0.005526282677;0.01248528827;1.001040982
70.5;0.00925;12.5;0.9328885441;0.06946954498;1.071939415;12.5;0.005573035504;0.0125869041;1.001049459
71;0.00925;12.58333333;0.9319105422;0.07051845365;1.073064371;12.58333333;0.005619847953;0.01268556549;1.001057689
71.5;0.00925;12.66666667;0.9309259117;0.07157558411;1.07419934;12.66666667;0.005666699351;0.01278118021;1.001065666
72;0.00925;12.75;0.9299349119;0.07264068246;1.075344078;12.75;0.005713568956;0.01287366633;1.001073381
72.5;0.00925;12.83333333;0.9289378076;0.07371348799;1.076498332;12.83333333;0.005760436025;0.01296294193;1.001080829
73;0.00925;12.91666667;0.9279348688;0.07479373315;1.077661842;12.91666667;0.005807279816;0.01304892514;1.001088002
73.5;0.00925;13;0.9269263712;0.07588114358;1.07883434;13;0.005854079587;0.01313152618;1.001094893
74;0.00925;13.08333333;0.9259125961;0.07697543743;1.080015548;13.08333333;0.005900814544;0.01321063129;1.001101492
74.5;0.00925;13.16666667;0.9248938328;0.07807632337;1.081205177;13.16666667;0.005947463693;0.01328614965;1.001107792
75;0.00925;13.25;0.9238703764;0.07918350251;1.082402927;13.25;0.005994005987;0.01335799825;1.001113786
75.5;0.00925;13.33333333;0.922842527;0.08029666903;1.083608493;13.33333333;0.006040420382;0.01342609407;1.001119467
76;0.00925;13.41666667;0.9218105902;0.0814155102;1.084821557;13.41666667;0.006086685833;0.01349035413;1.001124828
76.5;0.00925;13.5;0.9207748765;0.08253970638;1.086041795;13.5;0.006132781293;0.01355068564;1.001129862
77;0.00925;13.58333333;0.9197357024;0.08366893018;1.087268872;13.58333333;0.006178685656;0.01360696582;1.001134557
77.5;0.00925;13.66666667;0.9186933925;0.084802844;1.088502441;13.66666667;0.006224377574;0.0136591006;1.001138906
78;0.00925;13.75;0.9176482769;0.08594110238;1.089742143;13.75;0.006269835638;0.0137070056;1.001142903
78.5;0.00925;13.83333333;0.9166006912;0.08708335285;1.090987613;13.83333333;0.006315038437;0.01375059644;1.00114654
79;0.00925;13.91666667;0.9155509755;0.08822923589;1.092238474;13.91666667;0.006359964563;0.01378978877;1.00114981
79.5;0.00925;14;0.9144994753;0.08937838495;1.09349434;14;0.006404592606;0.0138244886;1.001152705
80;0.00925;14.08333333;0.9134465413;0.09053042567;1.094754816;14.08333333;0.006448901098;0.01385457252;1.001155214
80.5;0.00925;14.16666667;0.9123925322;0.09168497338;1.096019492;14.16666667;0.006492868345;0.01387994531;1.001157331
81;0.00925;14.25;0.9113378124;0.09284163549;1.09728795;14.25;0.00653647259;0.01390052127;1.001159048
81.5;0.00925;14.33333333;0.9102827511;0.09400001226;1.098559759;14.33333333;0.00657969208;0.01391621472;1.001160357
82;0.00925;14.41666667;0.9092277221;0.09515969682;1.099834481;14.41666667;0.006622505061;0.01392693995;1.001161252
82.5;0.00925;14.5;0.9081731042;0.09632027515;1.101111666;14.5;0.006664889778;0.01393260025;1.001161724
83;0.00925;14.58333333;0.9071192817;0.09748132517;1.102390854;14.58333333;0.006706824415;0.01393306535;1.001161763
83.5;0.00925;14.66666667;0.9060666469;0.09864241395;1.103671571;14.66666667;0.006748286899;0.01392823715;1.00116136
84;0.00925;14.75;0.9050155977;0.09980310038;1.104953332;14.75;0.006789255096;0.01391802845;1.001160509
